State,Statecode,District,Districtcode,lastupdated,Source,Zone,NewDistrict
Odisha,OR,Bhadrak,OR_Bhadrak,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Bhadrak
Odisha,OR,Boudh,OR_Boudh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Bauda
Odisha,OR,Cuttack,OR_Cuttack,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Cuttack
Odisha,OR,Deogarh,OR_Deogarh,03/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Debagarh
Odisha,OR,Dhenkanal,OR_Dhenkanal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Dhenkanal
Odisha,OR,Gajapati,OR_Gajapati,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Gajapati
Odisha,OR,Ganjam,OR_Ganjam,07/05/2020,"Government Of Odisha, Health & Family Department",Red,Ganjam
Odisha,OR,Jagatsinghpur,OR_Jagatsinghpur,07/05/2020,"Government Of Odisha, Health & Family Department",Orange,Jagatsinghapur
Odisha,OR,Jajpur,OR_Jajpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Jajapur
Odisha,OR,Jharsuguda,OR_Jharsuguda,03/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Jharsuguda
Odisha,OR,Kalahandi,OR_Kalahandi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Kalahandi
Odisha,OR,Kandhamal,OR_Kandhamal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Kandhamal
Odisha,OR,Kendrapara,OR_Kendrapara,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Kendrapara
Odisha,OR,Kendujhar,OR_Kendujhar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Kendujhar
Odisha,OR,Khordha,OR_Khordha,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Khordha
Odisha,OR,Koraput,OR_Koraput,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Koraput
Odisha,OR,Malkangiri,OR_Malkangiri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Malkangiri
Odisha,OR,Mayurbhanj,OR_Mayurbhanj,07/05/2020,"Government Of Odisha, Health & Family Department",Orange,Mayurbhanj
Odisha,OR,Nabarangapur,OR_Nabarangapur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Nabarangapur
Odisha,OR,Nayagarh,OR_Nayagarh,09/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Nayagarh
Odisha,OR,Nuapada,OR_Nuapada,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Nuapada
Odisha,OR,Puri,OR_Puri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Puri
Odisha,OR,Rayagada,OR_Rayagada,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Rayagada
Odisha,OR,Sambalpur,OR_Sambalpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Sambalpur
Odisha,OR,Subarnapur,OR_Subarnapur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Subarnapur
Odisha,OR,Sundargarh,OR_Sundargarh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Sundargarh
Punjab,PB,Amritsar,PB_Amritsar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Amritsar
Punjab,PB,Barnala,PB_Barnala,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Barnala
Punjab,PB,Bathinda,PB_Bathinda,07/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Bathinda
Punjab,PB,Faridkot,PB_Faridkot,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Faridkot
Punjab,PB,Fatehgarh Sahib,PB_Fatehgarh Sahib,07/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Fatehgarh Sahib
Punjab,PB,Fazilka,PB_Fazilka,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Fazilka
Punjab,PB,Ferozepur,PB_Ferozepur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Firozpur
Punjab,PB,Gurdaspur,PB_Gurdaspur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Gurdaspur
Punjab,PB,Hoshiarpur,PB_Hoshiarpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Hoshiarpur
Punjab,PB,Jalandhar,PB_Jalandhar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Jalandhar
Punjab,PB,Kapurthala,PB_Kapurthala,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Kapurthala
Punjab,PB,Ludhiana,PB_Ludhiana,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Ludhiana
Punjab,PB,Mansa,PB_Mansa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Mansa
Punjab,PB,Moga,PB_Moga,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Moga
Punjab,PB,Pathankot,PB_Pathankot,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Pathankot
Punjab,PB,Patiala,PB_Patiala,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Patiala
Punjab,PB,Rupnagar,PB_Rupnagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Rupnagar
Punjab,PB,S.A.S. Nagar,PB_S.A.S. Nagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Sahibzada Ajit Singh Nagar
Punjab,PB,Sangrur,PB_Sangrur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Sangrur
Punjab,PB,Shahid Bhagat Singh Nagar,PB_Shahid Bhagat Singh Nagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Shahid Bhagat Singh Nagar
Punjab,PB,Sri Muktsar Sahib,PB_Sri Muktsar Sahib,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Muktsar
Punjab,PB,Tarn Taran,PB_Tarn Taran,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Tarn Taran
Puducherry,PY,Karaikal,PY_Karaikal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Karaikal
Puducherry,PY,Mahe,PY_Mahe,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Mahe
Puducherry,PY,Puducherry,PY_Puducherry,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Puducherry
Puducherry,PY,Yanam,PY_Yanam,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Yanam
Rajasthan,RJ,Ajmer,RJ_Ajmer,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Ajmer
Rajasthan,RJ,Alwar,RJ_Alwar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Alwar
Rajasthan,RJ,Banswara,RJ_Banswara,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Banswara
Rajasthan,RJ,Baran,RJ_Baran,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Baran
Rajasthan,RJ,Barmer,RJ_Barmer,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Barmer
Rajasthan,RJ,Bharatpur,RJ_Bharatpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Bharatpur
Rajasthan,RJ,Bhilwara,RJ_Bhilwara,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Bhilwara
Rajasthan,RJ,Bikaner,RJ_Bikaner,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Bikaner
Rajasthan,RJ,Bundi,RJ_Bundi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Bundi
Rajasthan,RJ,Chittorgarh,RJ_Chittorgarh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Chittaurgarh
Rajasthan,RJ,Churu,RJ_Churu,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Churu
Rajasthan,RJ,Dausa,RJ_Dausa,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Dausa
Rajasthan,RJ,Dholpur,RJ_Dholpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Dhaulpur
Rajasthan,RJ,Dungarpur,RJ_Dungarpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Dungarpur
Rajasthan,RJ,Ganganagar,RJ_Ganganagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Ganganagar
Rajasthan,RJ,Hanumangarh,RJ_Hanumangarh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Hanumangarh
Rajasthan,RJ,Jaipur,RJ_Jaipur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Jaipur
Rajasthan,RJ,Jaisalmer,RJ_Jaisalmer,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Jaisalmer
Rajasthan,RJ,Jalore,RJ_Jalore,09/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Jalor
Rajasthan,RJ,Jhalawar,RJ_Jhalawar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Jhalawar
Rajasthan,RJ,Jhunjhunu,RJ_Jhunjhunu,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Jhunjhunun
Rajasthan,RJ,Jodhpur,RJ_Jodhpur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Jodhpur
Rajasthan,RJ,Karauli,RJ_Karauli,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Karauli
Rajasthan,RJ,Kota,RJ_Kota,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Kota
Rajasthan,RJ,Nagaur,RJ_Nagaur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Nagaur
Rajasthan,RJ,Pali,RJ_Pali,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Pali
Rajasthan,RJ,Pratapgarh,RJ_Pratapgarh,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Pratapgarh
Rajasthan,RJ,Rajsamand,RJ_Rajsamand,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Rajsamand
Rajasthan,RJ,Sawai Madhopur,RJ_Sawai Madhopur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Sawai Madhopur
Rajasthan,RJ,Sikar,RJ_Sikar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Sikar
Rajasthan,RJ,Sirohi,RJ_Sirohi,07/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Sirohi
Rajasthan,RJ,Tonk,RJ_Tonk,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Tonk
Rajasthan,RJ,Udaipur,RJ_Udaipur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Udaipur
Sikkim,SK,East District,SK_East District,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,East Sikkim
Sikkim,SK,North District,SK_North District,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,North Sikkim
Sikkim,SK,South District,SK_South District,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,South Sikkim
Sikkim,SK,West District,SK_West District,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,West Sikkim
Telangana,TG,Adilabad,TG_Adilabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Adilabad
Telangana,TG,Bhadradri Kothagudem,TG_Bhadradri Kothagudem,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Kottagudem
Telangana,TG,Hyderabad,TG_Hyderabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Hyderabad
Telangana,TG,Jagtial,TG_Jagtial,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Jagtial
Telangana,TG,Jangaon,TG_Jangaon,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Jangaon
Telangana,TG,Jayashankar Bhupalapally,TG_Jayashankar Bhupalapally,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Jayashankar Bhupalapally
Telangana,TG,Jogulamba Gadwal,TG_Jogulamba Gadwal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Jogulamba Gadwal
Telangana,TG,Kamareddy,TG_Kamareddy,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Kamareddy
Telangana,TG,Karimnagar,TG_Karimnagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Karimnagar
Telangana,TG,Khammam,TG_Khammam,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Khammam
Telangana,TG,Komaram Bheem,TG_Komaram Bheem,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Komaram Bheem
Telangana,TG,Mahabubabad,TG_Mahabubabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Mahabubabad
Telangana,TG,Mahabubnagar,TG_Mahabubnagar,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Mahbubnagar
Telangana,TG,Mancherial,TG_Mancherial,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Mancherial
Telangana,TG,Medak,TG_Medak,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Medak
Telangana,TG,Medchal Malkajgiri,TG_Medchal Malkajgiri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Medchal Malkajgiri
Telangana,TG,Mulugu,TG_Mulugu,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Mulugu
Telangana,TG,Nagarkurnool,TG_Nagarkurnool,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Nagarkurnool
Telangana,TG,Nalgonda,TG_Nalgonda,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Nalgonda
Telangana,TG,Narayanpet,TG_Narayanpet,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Narayanpet
Telangana,TG,Nirmal,TG_Nirmal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Nirmal
Telangana,TG,Nizamabad,TG_Nizamabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Nizamabad
Telangana,TG,Peddapalli,TG_Peddapalli,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Peddapalli
Telangana,TG,Rajanna Sircilla,TG_Rajanna Sircilla,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Rajanna Sircilla
Telangana,TG,Ranga Reddy,TG_Ranga Reddy,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Ranga Reddy
Telangana,TG,Sangareddy,TG_Sangareddy,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Sangareddy
Telangana,TG,Siddipet,TG_Siddipet,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Siddipet
Telangana,TG,Suryapet,TG_Suryapet,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Suryapet
Telangana,TG,Vikarabad,TG_Vikarabad,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Vikarabad
Telangana,TG,Wanaparthy,TG_Wanaparthy,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Wanaparthy
Telangana,TG,Warangal Rural,TG_Warangal Rural,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Warangal Rural
Telangana,TG,Warangal Urban,TG_Warangal Urban,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Warangal Urban
Telangana,TG,Yadadri Bhuvanagiri,TG_Yadadri Bhuvanagiri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Green,Yadadri Bhuvanagiri
Tamil Nadu,TN,Ariyalur,TN_Ariyalur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Ariyalur
Tamil Nadu,TN,Chengalpattu,TN_Chengalpattu,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Chengalpattu
Tamil Nadu,TN,Chennai,TN_Chennai,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Chennai
Tamil Nadu,TN,Coimbatore,TN_Coimbatore,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Coimbatore
Tamil Nadu,TN,Cuddalore,TN_Cuddalore,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Cuddalore
Tamil Nadu,TN,Dharmapuri,TN_Dharmapuri,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Dharmapuri
Tamil Nadu,TN,Dindigul,TN_Dindigul,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Dindigul
Tamil Nadu,TN,Erode,TN_Erode,06/05/2020,https://www.thehindu.com/news/cities/Coimbatore/erode-district-to-move-from-orange-to-green-zone/article31512900.ece,Green,Erode
Tamil Nadu,TN,Kallakurichi,TN_Kallakurichi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Kallakurichi
Tamil Nadu,TN,Kancheepuram,TN_Kancheepuram,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Kancheepuram
Tamil Nadu,TN,Kanyakumari,TN_Kanyakumari,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Kanniyakumari
Tamil Nadu,TN,Karur,TN_Karur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Karur
Tamil Nadu,TN,Krishnagiri,TN_Krishnagiri,07/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Krishnagiri
Tamil Nadu,TN,Madurai,TN_Madurai,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Madurai
Tamil Nadu,TN,Nagapattinam,TN_Nagapattinam,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Nagappattinam
Tamil Nadu,TN,Namakkal,TN_Namakkal,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Namakkal
Tamil Nadu,TN,Nilgiris,TN_Nilgiris,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,The Nilgiris
Tamil Nadu,TN,Perambalur,TN_Perambalur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Perambalur
Tamil Nadu,TN,Pudukkottai,TN_Pudukkottai,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Pudukkottai
Tamil Nadu,TN,Ramanathapuram,TN_Ramanathapuram,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Ramanathapuram
Tamil Nadu,TN,Ranipet,TN_Ranipet,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Ranipet
Tamil Nadu,TN,Salem,TN_Salem,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Salem
Tamil Nadu,TN,Sivaganga,TN_Sivaganga,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Sivaganga
Tamil Nadu,TN,Tenkasi,TN_Tenkasi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Tenkasi
Tamil Nadu,TN,Thanjavur,TN_Thanjavur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Thanjavur
Tamil Nadu,TN,Theni,TN_Theni,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Theni
Tamil Nadu,TN,Thiruvallur,TN_Thiruvallur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Thiruvallur
Tamil Nadu,TN,Thiruvarur,TN_Thiruvarur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Thiruvarur
Tamil Nadu,TN,Thoothukkudi,TN_Thoothukkudi,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Thoothukkudi
Tamil Nadu,TN,Tiruchirappalli,TN_Tiruchirappalli,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Tiruchirappalli
Tamil Nadu,TN,Tirunelveli,TN_Tirunelveli,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Tirunelveli
Tamil Nadu,TN,Tirupathur,TN_Tirupathur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Tiruppattur
Tamil Nadu,TN,Tiruppur,TN_Tiruppur,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Tiruppur
Tamil Nadu,TN,Tiruvannamalai,TN_Tiruvannamalai,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Tiruvannamalai
Tamil Nadu,TN,Vellore,TN_Vellore,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Red,Vellore
Tamil Nadu,TN,Viluppuram,TN_Viluppuram,01/05/2020,https://www.facebook.com/airnewsalerts/photos/a.262571017217636/1710062729135117/?type=3&theater,Orange,Viluppuram
