State,District,Date,Confirmed,Active,Recovered,Deceased,NewConfirmed,NewDeceased,NewRecovered,NewDistrict,NewState
Andaman and Nicobar Islands,North and Middle Andaman,2020-04-21,1,0,1,0,0.0,0.0,0.0,North and Middle Andaman,Andaman and Nicobar Islands
Rajasthan,Nagaur,2020-04-21,71,70,0,1,0.0,0.0,0.0,Nagaur,Rajasthan
Haryana,Kaithal,2020-04-21,2,2,0,0,0.0,0.0,0.0,Kaithal,Haryana
Maharashtra,Sangli,2020-04-21,26,26,0,0,0.0,0.0,0.0,Sangli,Maharashtra
Uttar Pradesh,Banda,2020-04-21,3,3,0,0,0.0,0.0,0.0,Banda,Uttar Pradesh
Haryana,Karnal,2020-04-21,6,6,0,0,0.0,0.0,0.0,Karnal,Haryana
Assam,Nalbari,2020-04-21,3,3,0,0,0.0,0.0,0.0,Nalbari,Assam
Haryana,Kurukshetra,2020-04-21,2,2,0,0,0.0,0.0,0.0,Kurukshetra,Haryana
Andhra Pradesh,Visakhapatnam,2020-04-21,21,3,18,0,0.0,0.0,0.0,Visakhapatnam,Andhra Pradesh
Uttar Pradesh,Baghpat,2020-04-21,15,15,0,0,0.0,0.0,0.0,Baghpat,Uttar Pradesh
Maharashtra,Ratnagiri,2020-04-21,6,6,0,0,0.0,0.0,0.0,Ratnagiri,Maharashtra
Haryana,Nuh,2020-04-21,57,57,0,0,0.0,0.0,0.0,Mewat,Haryana
Haryana,Palwal,2020-04-21,34,34,0,0,0.0,0.0,0.0,Palwal,Haryana
Maharashtra,Raigarh,2020-04-21,42,42,0,0,0.0,0.0,0.0,Raigarh,Maharashtra
Rajasthan,Pali,2020-04-21,2,1,1,0,0.0,0.0,0.0,Pali,Rajasthan
Uttar Pradesh,Azamgarh,2020-04-21,7,7,0,0,0.0,0.0,0.0,Azamgarh,Uttar Pradesh
Haryana,Panchkula,2020-04-21,18,18,0,0,0.0,0.0,0.0,Panchkula,Haryana
Assam,Morigaon,2020-04-21,3,3,0,0,0.0,0.0,0.0,Morigaon,Assam
Maharashtra,Satara,2020-04-21,11,11,0,0,0.0,0.0,0.0,Satara,Maharashtra
Haryana,Panipat,2020-04-21,5,5,0,0,0.0,0.0,0.0,Panipat,Haryana
Haryana,Jind,2020-04-21,2,2,0,0,0.0,0.0,0.0,Jind,Haryana
Uttar Pradesh,Bara Banki,2020-04-21,1,1,0,0,0.0,0.0,0.0,Barabanki,Uttar Pradesh
West Bengal,Kalimpong,2020-04-21,1,1,0,0,0.0,0.0,0.0,Kalimpong,West Bengal
Maharashtra,Washim,2020-04-21,1,1,0,0,0.0,0.0,0.0,Washim,Maharashtra
Rajasthan,Karauli,2020-04-21,3,2,1,0,0.0,0.0,0.0,Karauli,Rajasthan
Uttar Pradesh,Bhadohi,2020-04-21,1,1,0,0,0.0,0.0,0.0,Bhadohi,Uttar Pradesh
Haryana,Charki Dadri,2020-04-21,1,1,0,0,0.0,0.0,0.0,Dadri,Haryana
Maharashtra,Thane,2020-04-21,362,362,0,0,0.0,0.0,0.0,Thane,Maharashtra
Haryana,Faridabad,2020-04-21,43,43,0,0,0.0,0.0,0.0,Faridabad,Haryana
Uttar Pradesh,Basti,2020-04-21,20,19,0,1,0.0,0.0,0.0,Basti,Uttar Pradesh
Haryana,Fatehabad,2020-04-21,1,1,0,0,0.0,0.0,0.0,Fatehabad,Haryana
Andhra Pradesh,S.P.S. Nellore,2020-04-21,68,64,2,2,0.0,0.0,0.0,Nellore,Andhra Pradesh
Haryana,Gurugram,2020-04-21,37,37,0,0,0.0,0.0,0.0,Gurgaon,Haryana
Maharashtra,Solapur,2020-04-21,14,14,0,0,0.0,0.0,0.0,Solapur,Maharashtra
Rajasthan,Kota,2020-04-21,108,64,41,3,0.0,0.0,0.0,Kota,Rajasthan
Uttar Pradesh,Bareilly,2020-04-21,6,6,0,0,0.0,0.0,0.0,Bareilly,Uttar Pradesh
Haryana,Hisar,2020-04-21,2,2,0,0,0.0,0.0,0.0,Hisar,Haryana
Maharashtra,Sindhudurg,2020-04-21,1,1,0,0,0.0,0.0,0.0,Sindhudurg,Maharashtra
Assam,South Salmara Mancachar,2020-04-21,1,1,0,0,0.0,0.0,0.0,South Salmara Mankachar,Assam
West Bengal,Kolkata,2020-04-21,11,11,0,0,0.0,0.0,0.0,Kolkata,West Bengal
West Bengal,Medinipur East,2020-04-21,3,3,0,0,0.0,0.0,0.0,Purba Medinipur,West Bengal
Maharashtra,Parbhani,2020-04-21,1,1,0,0,0.0,0.0,0.0,Parbhani,Maharashtra
Rajasthan,Pratapgarh,2020-04-21,2,0,2,0,0.0,0.0,0.0,Pratapgarh,Rajasthan
Maharashtra,Nagpur,2020-04-21,60,60,0,0,0.0,0.0,0.0,Nagpur,Maharashtra
Andhra Pradesh,Y.S.R.,2020-04-21,46,27,19,0,0.0,0.0,0.0,Y.S.R.,Andhra Pradesh
Himachal Pradesh,Sirmaur,2020-04-21,1,1,0,0,0.0,0.0,0.0,Sirmaur,Himachal Pradesh
Himachal Pradesh,Solan,2020-04-21,9,2,7,0,0.0,0.0,0.0,Solan,Himachal Pradesh
Assam,Kamrup,2020-04-21,1,1,0,0,0.0,0.0,0.0,Kamrup,Assam
West Bengal,North 24 Parganas,2020-04-21,4,4,0,0,0.0,0.0,0.0,North 24 Parganas,West Bengal
Tripura,North Tripura,2020-04-21,1,1,0,0,0.0,0.0,0.0,North Tripura,Tripura
Maharashtra,Mumbai,2020-04-21,2455,2455,0,0,0.0,0.0,0.0,Mumbai City,Maharashtra
Rajasthan,Tonk,2020-04-21,98,82,15,1,0.0,0.0,0.0,Tonk,Rajasthan
Himachal Pradesh,Una,2020-04-21,16,14,2,0,0.0,0.0,0.0,Una,Himachal Pradesh
Tripura,Gomati,2020-04-21,1,1,0,0,0.0,0.0,0.0,Gomati,Tripura
Jammu and Kashmir,Anantnag,2020-04-21,7,7,0,0,0.0,0.0,0.0,Anantnag,Jammu and Kashmir
Maharashtra,Latur,2020-04-21,8,8,0,0,0.0,0.0,0.0,Latur,Maharashtra
Jammu and Kashmir,Badgam,2020-04-21,14,14,0,0,0.0,0.0,0.0,Badgam,Jammu and Kashmir
Maharashtra,Kolhapur,2020-04-21,5,5,0,0,0.0,0.0,0.0,Kolhapur,Maharashtra
Rajasthan,Udaipur,2020-04-21,4,0,4,0,0.0,0.0,0.0,Udaipur,Rajasthan
Assam,Jorhat,2020-04-21,8,8,0,0,0.0,0.0,0.0,Jorhat,Assam
Himachal Pradesh,Kangra,2020-04-21,5,1,3,1,0.0,0.0,0.0,Kangra,Himachal Pradesh
Himachal Pradesh,Hamirpur,2020-04-21,2,2,0,0,0.0,0.0,0.0,Hamirpur,Himachal Pradesh
Himachal Pradesh,Chamba,2020-04-21,6,3,3,0,0.0,0.0,0.0,Chamba,Himachal Pradesh
Rajasthan,Sikar,2020-04-21,2,1,1,0,0.0,0.0,0.0,Sikar,Rajasthan
Uttar Pradesh,Auraiya,2020-04-21,9,9,0,0,0.0,0.0,0.0,Auraiya,Uttar Pradesh
Haryana,Rohtak,2020-04-21,1,1,0,0,0.0,0.0,0.0,Rohtak,Haryana
Haryana,Sirsa,2020-04-21,4,4,0,0,0.0,0.0,0.0,Sirsa,Haryana
Maharashtra,Palghar,2020-04-21,83,83,0,0,0.0,0.0,0.0,Palghar,Maharashtra
Andhra Pradesh,West Godavari,2020-04-21,39,30,9,0,0.0,0.0,0.0,West Godavari,Andhra Pradesh
Assam,Lakhimpur,2020-04-21,1,1,0,0,0.0,0.0,0.0,Lakhimpur,Assam
Uttar Pradesh,Amroha,2020-04-21,18,18,0,0,0.0,0.0,0.0,Amroha,Uttar Pradesh
Haryana,Sonipat,2020-04-21,9,9,0,0,0.0,0.0,0.0,Sonipat,Haryana
Haryana,Bhiwani,2020-04-21,3,3,0,0,0.0,0.0,0.0,Bhiwani,Haryana
West Bengal,Nadia,2020-04-21,5,5,0,0,0.0,0.0,0.0,Nadia,West Bengal
Rajasthan,Sawai Madhopur,2020-04-21,7,7,0,0,0.0,0.0,0.0,Sawai Madhopur,Rajasthan
Haryana,Yamunanagar,2020-04-21,3,3,0,0,0.0,0.0,0.0,Yamunanagar,Haryana
Uttar Pradesh,Aligarh,2020-04-21,2,1,0,1,0.0,0.0,0.0,Aligarh,Uttar Pradesh
Haryana,Italians*,2020-04-21,14,14,0,0,0.0,0.0,0.0,Italians*,Haryana
Maharashtra,Nashik,2020-04-21,53,53,0,0,0.0,0.0,0.0,Nashik,Maharashtra
Assam,Kamrup Metropolitan,2020-04-21,6,6,0,0,0.0,0.0,0.0,Kamrup Metropolitan,Assam
Uttar Pradesh,Agra,2020-04-21,306,282,18,6,0.0,0.0,0.0,Agra,Uttar Pradesh
Maharashtra,Nandurbar,2020-04-21,1,1,0,0,0.0,0.0,0.0,Nandurbar,Maharashtra
Maharashtra,Osmanabad,2020-04-21,3,3,0,0,0.0,0.0,0.0,Osmanabad,Maharashtra
Haryana,Ambala,2020-04-21,11,11,0,0,0.0,0.0,0.0,Ambala,Haryana
Uttar Pradesh,Bijnor,2020-04-21,26,26,0,0,0.0,0.0,0.0,Bijnor,Uttar Pradesh
Maharashtra,Yavatmal,2020-04-21,13,13,0,0,0.0,0.0,0.0,Yavatmal,Maharashtra
Uttar Pradesh,Kanpur Nagar,2020-04-21,75,73,1,1,0.0,0.0,0.0,Kanpur Nagar,Uttar Pradesh
Gujarat,Botad,2020-04-21,7,7,0,0,0.0,0.0,0.0,Botad,Gujarat
Gujarat,Chota Udaipur,2020-04-21,7,7,0,0,0.0,0.0,0.0,Chhota Udaipur,Gujarat
Rajasthan,Barmer,2020-04-21,1,1,0,0,0.0,0.0,0.0,Barmer,Rajasthan
Gujarat,Dahod,2020-04-21,4,4,0,0,0.0,0.0,0.0,Dahod,Gujarat
Rajasthan,Bharatpur,2020-04-21,102,101,1,0,0.0,0.0,0.0,Bharatpur,Rajasthan
Uttar Pradesh,Kannauj,2020-04-21,6,6,0,0,0.0,0.0,0.0,Kannauj,Uttar Pradesh
Gujarat,Gandhinagar,2020-04-21,17,17,0,0,0.0,0.0,0.0,Gandhinagar,Gujarat
Rajasthan,Bhilwara,2020-04-21,33,6,25,2,0.0,0.0,0.0,Bhilwara,Rajasthan
Gujarat,Gir Somnath,2020-04-21,3,3,0,0,0.0,0.0,0.0,Gir Somnath,Gujarat
Rajasthan,Bikaner,2020-04-21,37,5,31,1,0.0,0.0,0.0,Bikaner,Rajasthan
Uttar Pradesh,Jaunpur,2020-04-21,5,1,4,0,0.0,0.0,0.0,Jaunpur,Uttar Pradesh
Gujarat,Jamnagar,2020-04-21,1,1,0,0,0.0,0.0,0.0,Jamnagar,Gujarat
Gujarat,Kachchh,2020-04-21,6,6,0,0,0.0,0.0,0.0,Kachchh,Gujarat
Rajasthan,Churu,2020-04-21,14,3,11,0,0.0,0.0,0.0,Churu,Rajasthan
Gujarat,Kheda,2020-04-21,3,3,0,0,0.0,0.0,0.0,Kheda,Gujarat
Andhra Pradesh,Krishna,2020-04-21,83,63,14,6,0.0,0.0,0.0,Krishna,Andhra Pradesh
Rajasthan,Banswara,2020-04-21,61,56,5,0,0.0,0.0,0.0,Banswara,Rajasthan
Gujarat,Bhavnagar,2020-04-21,32,32,0,0,0.0,0.0,0.0,Bhavnagar,Gujarat
Andhra Pradesh,Guntur,2020-04-21,157,136,15,6,0.0,0.0,0.0,Guntur,Andhra Pradesh
Gujarat,Bharuch,2020-04-21,24,24,0,0,0.0,0.0,0.0,Bharuch,Gujarat
Andhra Pradesh,East Godavari,2020-04-21,26,18,8,0,0.0,0.0,0.0,East Godavari,Andhra Pradesh
Uttar Pradesh,Mainpuri,2020-04-21,4,4,0,0,0.0,0.0,0.0,Mainpuri,Uttar Pradesh
Uttar Pradesh,Mahrajganj,2020-04-21,6,6,0,0,0.0,0.0,0.0,Maharajganj,Uttar Pradesh
Goa,North Goa,2020-04-21,4,4,0,0,0.0,0.0,0.0,North Goa,Goa
Punjab,Sri Muktsar Sahib,2020-04-21,1,1,0,0,0.0,0.0,0.0,Muktsar,Punjab
Goa,Unknown,2020-04-21,3,3,0,0,0.0,0.0,0.0,Unknown,Goa
Uttar Pradesh,Lucknow,2020-04-21,169,159,9,1,0.0,0.0,0.0,Lucknow,Uttar Pradesh
Uttar Pradesh,Kheri,2020-04-21,4,4,0,0,0.0,0.0,0.0,Lakhimpur Kheri,Uttar Pradesh
Uttar Pradesh,Hathras,2020-04-21,4,4,0,0,0.0,0.0,0.0,Hathras,Uttar Pradesh
Uttar Pradesh,Kaushambi,2020-04-21,2,2,0,0,0.0,0.0,0.0,Kaushambi,Uttar Pradesh
Meghalaya,Unknown,2020-04-21,5,5,0,0,0.0,0.0,0.0,Unknown,Meghalaya
Rajasthan,Ajmer,2020-04-21,59,54,5,0,0.0,0.0,0.0,Ajmer,Rajasthan
Gujarat,Anand,2020-04-21,28,28,0,0,0.0,0.0,0.0,Anand,Gujarat
Gujarat,Aravalli,2020-04-21,12,12,0,0,0.0,0.0,0.0,Aravalli,Gujarat
Uttar Pradesh,Kasganj,2020-04-21,3,3,0,0,0.0,0.0,0.0,Kasganj,Uttar Pradesh
Gujarat,Banas Kantha,2020-04-21,15,15,0,0,0.0,0.0,0.0,Banas Kantha,Gujarat
Meghalaya,East Khasi Hills,2020-04-21,7,7,0,0,0.0,0.0,0.0,East Khasi Hills,Meghalaya
Rajasthan,Alwar,2020-04-21,7,3,3,1,0.0,0.0,0.0,Alwar,Rajasthan
Gujarat,Ahmadabad,2020-04-21,1373,1373,0,0,0.0,0.0,0.0,Ahmadabad,Gujarat
Jammu and Kashmir,Bandipore,2020-04-21,91,91,0,0,0.0,0.0,0.0,Bandipore,Jammu and Kashmir
Gujarat,Mahesana,2020-04-21,7,7,0,0,0.0,0.0,0.0,Mahesana,Gujarat
Gujarat,Mahisagar,2020-04-21,3,3,0,0,0.0,0.0,0.0,Mahisagar,Gujarat
Rajasthan,Jhalawar,2020-04-21,20,9,11,0,0.0,0.0,0.0,Jhalawar,Rajasthan
Gujarat,Tapi,2020-04-21,1,1,0,0,0.0,0.0,0.0,Tapi,Gujarat
Gujarat,Vadodara,2020-04-21,199,199,0,0,0.0,0.0,0.0,Vadodara,Gujarat
Uttar Pradesh,Ghaziabad,2020-04-21,46,33,13,0,0.0,0.0,0.0,Ghaziabad,Uttar Pradesh
Gujarat,Valsad,2020-04-21,3,3,0,0,0.0,0.0,0.0,Valsad,Gujarat
West Bengal,Howrah,2020-04-21,1,1,0,0,0.0,0.0,0.0,Haora,West Bengal
Rajasthan,Jhunjhunu,2020-04-21,40,19,21,0,0.0,0.0,0.0,Jhunjhunun,Rajasthan
Uttar Pradesh,Gautam Buddha Nagar,2020-04-21,102,59,43,0,0.0,0.0,0.0,Gautam Buddha Nagar,Uttar Pradesh
Uttar Pradesh,Firozabad,2020-04-21,59,55,3,1,0.0,0.0,0.0,Firozabad,Uttar Pradesh
Uttar Pradesh,Etawah,2020-04-21,3,3,0,0,0.0,0.0,0.0,Etawah,Uttar Pradesh
Andhra Pradesh,Prakasam,2020-04-21,44,43,1,0,0.0,0.0,0.0,Prakasam,Andhra Pradesh
Uttar Pradesh,Etah,2020-04-21,3,3,0,0,0.0,0.0,0.0,Etah,Uttar Pradesh
Maharashtra,Unknown,2020-04-21,1362,1362,0,0,0.0,0.0,0.0,Unknown,Maharashtra
Maharashtra,Other States*,2020-04-21,11,11,0,0,0.0,0.0,0.0,Other States*,Maharashtra
Rajasthan,Jodhpur,2020-04-21,276,248,26,2,0.0,0.0,0.0,Jodhpur,Rajasthan
Uttar Pradesh,Bulandshahr,2020-04-21,21,18,2,1,0.0,0.0,0.0,Bulandshahr,Uttar Pradesh
Uttar Pradesh,Budaun,2020-04-21,13,13,0,0,0.0,0.0,0.0,Budaun,Uttar Pradesh
Uttar Pradesh,Ghazipur,2020-04-21,6,1,5,0,0.0,0.0,0.0,Ghazipur,Uttar Pradesh
Rajasthan,Jaisalmer,2020-04-21,34,28,6,0,0.0,0.0,0.0,Jaisalmer,Rajasthan
Gujarat,Surat,2020-04-21,347,347,0,0,0.0,0.0,0.0,Surat,Gujarat
Gujarat,Sabar Kantha,2020-04-21,3,3,0,0,0.0,0.0,0.0,Sabar Kantha,Gujarat
Gujarat,Morbi,2020-04-21,1,1,0,0,0.0,0.0,0.0,Morbi,Gujarat
Uttar Pradesh,Hardoi,2020-04-21,2,0,2,0,0.0,0.0,0.0,Hardoi,Uttar Pradesh
Manipur,Imphal West,2020-04-21,1,1,0,0,0.0,0.0,0.0,Imphal West,Manipur
Gujarat,Narmada,2020-04-21,12,12,0,0,0.0,0.0,0.0,Narmada,Gujarat
Gujarat,Navsari,2020-04-21,1,1,0,0,0.0,0.0,0.0,Navsari,Gujarat
Manipur,Imphal East,2020-04-21,1,1,0,0,0.0,0.0,0.0,Imphal East,Manipur
Rajasthan,Dhaulpur,2020-04-21,1,0,1,0,0.0,0.0,0.0,Dhaulpur,Rajasthan
Uttar Pradesh,Hapur,2020-04-21,17,17,0,0,0.0,0.0,0.0,Hapur,Uttar Pradesh
Rajasthan,Dausa,2020-04-21,20,20,0,0,0.0,0.0,0.0,Dausa,Rajasthan
Gujarat,Panch Mahals,2020-04-21,11,11,0,0,0.0,0.0,0.0,Panch Mahals,Gujarat
West Bengal,Hooghly,2020-04-21,1,1,0,0,0.0,0.0,0.0,Hugli,West Bengal
Gujarat,Patan,2020-04-21,15,15,0,0,0.0,0.0,0.0,Patan,Gujarat
Rajasthan,Hanumangarh,2020-04-21,8,8,0,0,0.0,0.0,0.0,Hanumangarh,Rajasthan
Gujarat,Porbandar,2020-04-21,3,3,0,0,0.0,0.0,0.0,Porbandar,Gujarat
Andhra Pradesh,Kurnool,2020-04-21,184,175,4,5,0.0,0.0,0.0,Kurnool,Andhra Pradesh
Uttar Pradesh,Gonda,2020-04-21,1,1,0,0,0.0,0.0,0.0,Gonda,Uttar Pradesh
Gujarat,Rajkot,2020-04-21,40,40,0,0,0.0,0.0,0.0,Rajkot,Gujarat
Rajasthan,Jaipur,2020-04-21,657,613,30,14,0.0,0.0,0.0,Jaipur,Rajasthan
Rajasthan,Dungarpur,2020-04-21,5,0,5,0,0.0,0.0,0.0,Dungarpur,Rajasthan
Jammu and Kashmir,Baramula,2020-04-21,45,45,0,0,0.0,0.0,0.0,Baramulla,Jammu and Kashmir
Jammu and Kashmir,Ganderbal,2020-04-21,14,14,0,0,0.0,0.0,0.0,Ganderbal,Jammu and Kashmir
Jammu and Kashmir,Jammu,2020-04-21,26,26,0,0,0.0,0.0,0.0,Jammu,Jammu and Kashmir
Karnataka,Mysuru,2020-04-21,86,86,0,0,0.0,0.0,0.0,Mysore,Karnataka
Madhya Pradesh,Raisen,2020-04-21,24,23,1,0,0.0,0.0,0.0,Raisen,Madhya Pradesh
Telangana,Adilabad,2020-04-21,16,16,0,0,0.0,0.0,0.0,Adilabad,Telangana
Karnataka,Tumakuru,2020-04-21,1,1,0,0,0.0,0.0,0.0,Tumkur,Karnataka
Karnataka,Udupi,2020-04-21,3,3,0,0,0.0,0.0,0.0,Udupi,Karnataka
Karnataka,Uttara Kannada,2020-04-21,10,10,0,0,0.0,0.0,0.0,Uttara Kannada,Karnataka
Madhya Pradesh,Morena,2020-04-21,16,2,14,0,0.0,0.0,0.0,Morena,Madhya Pradesh
Tamil Nadu,Perambalur,2020-04-21,5,5,0,0,0.0,0.0,0.0,Perambalur,Tamil Nadu
Karnataka,Vijayapura,2020-04-21,35,35,0,0,0.0,0.0,0.0,Bijapur,Karnataka
Madhya Pradesh,Mandsaur,2020-04-21,8,7,0,1,0.0,0.0,0.0,Mandsaur,Madhya Pradesh
Tamil Nadu,Virudhunagar,2020-04-21,19,19,0,0,0.0,0.0,0.0,Virudunagar,Tamil Nadu
Tamil Nadu,Viluppuram,2020-04-21,44,26,18,0,0.0,0.0,0.0,Viluppuram,Tamil Nadu
Tamil Nadu,Vellore,2020-04-21,23,23,0,0,0.0,0.0,0.0,Vellore,Tamil Nadu
Madhya Pradesh,Khargone,2020-04-21,41,35,3,3,0.0,0.0,0.0,West Nimar,Madhya Pradesh
Tamil Nadu,Pudukkottai,2020-04-21,1,1,0,0,0.0,0.0,0.0,Pudukkottai,Tamil Nadu
Tamil Nadu,Tiruvannamalai,2020-04-21,8,8,0,0,0.0,0.0,0.0,Tiruvannamalai,Tamil Nadu
Kerala,Alappuzha,2020-04-21,5,0,5,0,0.0,0.0,0.0,Alappuzha,Kerala
Tamil Nadu,Namakkal,2020-04-21,51,51,0,0,0.0,0.0,0.0,Namakkal,Tamil Nadu
Madhya Pradesh,Rajgarh,2020-04-21,1,1,0,0,0.0,0.0,0.0,Rajgarh,Madhya Pradesh
Karnataka,Mandya,2020-04-21,12,12,0,0,0.0,0.0,0.0,Mandya,Karnataka
Telangana,Bhadradri Kothagudem,2020-04-21,4,4,0,0,0.0,0.0,0.0,Kottagudem,Telangana
Telangana,Jogulamba Gadwal,2020-04-21,26,26,0,0,0.0,0.0,0.0,Jogulamba Gadwal,Telangana
Madhya Pradesh,Sheopur,2020-04-21,4,4,0,0,0.0,0.0,0.0,Sheopur,Madhya Pradesh
Tamil Nadu,Karur,2020-04-21,41,41,0,0,0.0,0.0,0.0,Karur,Tamil Nadu
Telangana,Jayashankar,2020-04-21,3,3,0,0,0.0,0.0,0.0,Jayashankar,Telangana
Karnataka,Davanagere,2020-04-21,3,3,0,0,0.0,0.0,0.0,Davanagere,Karnataka
Telangana,Jangoan,2020-04-21,2,2,0,0,0.0,0.0,0.0,Jangoan,Telangana
Madhya Pradesh,Shajapur,2020-04-21,6,5,1,0,0.0,0.0,0.0,Shajapur,Madhya Pradesh
Tamil Nadu,Madurai,2020-04-21,46,18,28,0,0.0,0.0,0.0,Madurai,Tamil Nadu
Kerala,Ernakulam,2020-04-21,24,3,20,1,0.0,0.0,0.0,Ernakulam,Kerala
Madhya Pradesh,Satna,2020-04-21,2,2,0,0,0.0,0.0,0.0,Satna,Madhya Pradesh
Karnataka,Dharwad,2020-04-21,7,7,0,0,0.0,0.0,0.0,Dharwad,Karnataka
Karnataka,Gadag,2020-04-21,4,4,0,0,0.0,0.0,0.0,Gadag,Karnataka
Telangana,Hyderabad,2020-04-21,498,498,0,0,0.0,0.0,0.0,Hyderabad,Telangana
Madhya Pradesh,Sagar,2020-04-21,2,2,0,0,0.0,0.0,0.0,Sagar,Madhya Pradesh
Tamil Nadu,Nagapattinam,2020-04-21,44,44,0,0,0.0,0.0,0.0,Nagappattinam,Tamil Nadu
Karnataka,Kalaburagi,2020-04-21,30,30,0,0,0.0,0.0,0.0,Gulbarga,Karnataka
Karnataka,Kodagu,2020-04-21,1,1,0,0,0.0,0.0,0.0,Kodagu,Karnataka
Madhya Pradesh,Ratlam,2020-04-21,9,9,0,0,0.0,0.0,0.0,Ratlam,Madhya Pradesh
Telangana,Jagitial,2020-04-21,3,3,0,0,0.0,0.0,0.0,Jagitial,Telangana
Karnataka,Dakshina Kannada,2020-04-21,16,16,0,0,0.0,0.0,0.0,Dakshina Kannada,Karnataka
Madhya Pradesh,Khandwa,2020-04-21,32,24,8,0,0.0,0.0,0.0,East Nimar,Madhya Pradesh
Kerala,Idukki,2020-04-21,10,0,10,0,0.0,0.0,0.0,Idukki,Kerala
Tamil Nadu,Thiruvarur,2020-04-21,29,13,16,0,0.0,0.0,0.0,Thiruvarur,Tamil Nadu
Kerala,Thrissur,2020-04-21,13,0,13,0,0.0,0.0,0.0,Thrissur,Kerala
Kerala,Wayanad,2020-04-21,3,1,2,0,0.0,0.0,0.0,Wayanad,Kerala
Madhya Pradesh,Chhindwara,2020-04-21,4,3,0,1,0.0,0.0,0.0,Chhindwara,Madhya Pradesh
Tamil Nadu,Sivaganga,2020-04-21,12,6,6,0,0.0,0.0,0.0,Sivaganga,Tamil Nadu
Tamil Nadu,Thiruvallur,2020-04-21,49,49,0,0,0.0,0.0,0.0,Thiruvallur,Tamil Nadu
Tamil Nadu,Theni,2020-04-21,44,26,18,0,0.0,0.0,0.0,Theni,Tamil Nadu
Ladakh,Kargil,2020-04-21,4,4,0,0,0.0,0.0,0.0,Kargil,Jammu and Kashmir
Madhya Pradesh,Bhopal,2020-04-21,285,243,35,7,0.0,0.0,0.0,Bhopal,Madhya Pradesh
Tamil Nadu,The Nilgiris,2020-04-21,9,9,0,0,0.0,0.0,0.0,The Nilgiris,Tamil Nadu
Ladakh,Leh,2020-04-21,14,14,0,0,0.0,0.0,0.0,Leh (Ladakh),Jammu and Kashmir
Madhya Pradesh,Agar Malwa,2020-04-21,11,10,0,1,0.0,0.0,0.0,Agar Malwa,Madhya Pradesh
Madhya Pradesh,Betul,2020-04-21,1,1,0,0,0.0,0.0,0.0,Betul,Madhya Pradesh
Tamil Nadu,Tenkasi,2020-04-21,28,28,0,0,0.0,0.0,0.0,Tenkasi,Tamil Nadu
Tamil Nadu,Thanjavur,2020-04-21,48,47,1,0,0.0,0.0,0.0,Thanjavur,Tamil Nadu
Madhya Pradesh,Alirajpur,2020-04-21,1,1,0,0,0.0,0.0,0.0,Alirajpur,Madhya Pradesh
Madhya Pradesh,Barwani,2020-04-21,24,24,0,0,0.0,0.0,0.0,Barwani,Madhya Pradesh
Madhya Pradesh,Dewas,2020-04-21,20,14,0,6,0.0,0.0,0.0,Dewas,Madhya Pradesh
Kerala,Thiruvananthapuram,2020-04-21,14,-1,14,1,0.0,0.0,0.0,Thiruvananthapuram,Kerala
Kerala,Pathanamthitta,2020-04-21,17,6,11,0,0.0,0.0,0.0,Pathanamthitta,Kerala
Tamil Nadu,Thoothukkudi,2020-04-21,27,20,7,0,0.0,0.0,0.0,Thoothukkudi,Tamil Nadu
Kerala,Kannur,2020-04-21,102,54,48,0,0.0,0.0,0.0,Kannur,Kerala
Madhya Pradesh,Jabalpur,2020-04-21,26,19,6,1,0.0,0.0,0.0,Jabalpur,Madhya Pradesh
Tamil Nadu,Ramanathapuram,2020-04-21,11,11,0,0,0.0,0.0,0.0,Ramanathapuram,Tamil Nadu
Tamil Nadu,Tirupathur,2020-04-21,17,17,0,0,0.0,0.0,0.0,Tiruppattur,Tamil Nadu
Kerala,Kasaragod,2020-04-21,172,26,146,0,0.0,0.0,0.0,Kasaragod,Kerala
Madhya Pradesh,Indore,2020-04-21,915,792,71,52,0.0,0.0,0.0,Indore,Madhya Pradesh
Kerala,Kollam,2020-04-21,10,6,4,0,0.0,0.0,0.0,Kollam,Kerala
Tamil Nadu,Tirunelveli,2020-04-21,64,34,30,0,0.0,0.0,0.0,Tirunelveli,Tamil Nadu
Tamil Nadu,Tiruppur,2020-04-21,109,109,0,0,0.0,0.0,0.0,Tiruppur,Tamil Nadu
Kerala,Kottayam,2020-04-21,3,0,3,0,0.0,0.0,0.0,Kottayam,Kerala
Tamil Nadu,Ranipet,2020-04-21,38,38,0,0,0.0,0.0,0.0,Ranipet,Tamil Nadu
Kerala,Kozhikode,2020-04-21,20,9,11,0,0.0,0.0,0.0,Kozhikode,Kerala
Tamil Nadu,Tiruchirappalli,2020-04-21,50,17,33,0,0.0,0.0,0.0,Tiruchirappalli,Tamil Nadu
Kerala,Malappuram,2020-04-21,21,7,14,0,0.0,0.0,0.0,Malappuram,Kerala
Madhya Pradesh,Gwalior,2020-04-21,3,1,2,0,0.0,0.0,0.0,Gwalior,Madhya Pradesh
Kerala,Palakkad,2020-04-21,12,6,6,0,0.0,0.0,0.0,Palakkad,Kerala
Madhya Pradesh,Dhar,2020-04-21,41,40,0,1,0.0,0.0,0.0,Dhar,Madhya Pradesh
Tamil Nadu,Salem,2020-04-21,24,14,10,0,0.0,0.0,0.0,Salem,Tamil Nadu
